Animal,Website,Actions,Duplicate Check,Fold,Validation,Dog,Unnamed: 7,Unnamed: 8,Unnamed: 9,Cat,Unnamed: 11,Unnamed: 12,Unnamed: 13
Cat,https://www.youtube.com/shorts/hDRcbAk4pYM,"[(""Coughing"", 0:04-0:12)]",Unique,1.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/wSSj51yMdQM,"[(""Coughing"", 0:00-0:04)]",Unique,5.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=9YQ-PPlFZTY,"[(""Coughing"", 0:00-0:10)]",Unique,2.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=_YcA8Pk5K4Q,"[(""Coughing"", 0:51-1:04)]",Unique,2.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=WG7jwEXS6Go,"[(""Coughing"", 0:19-0:28), (""Coughing"", 0:31-0:39), (""Coughing"", 1:06-1:10), (""Coughing"", 1:18-1:23), (""Coughing"", 2:23-2:29)]",Unique,4.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=3dG8zjnv2RQ,"[(""Coughing"", 0:00-0:09), (""Coughing"", 0:19-0:24)]",Unique,1.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=uN3RpoU0qXw,"[(""Coughing"", 0:00-0:04)]",Unique,4.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/6KdvqdTN_pQ,"[(""Movement Disorder"", 0:00-0:04)]",Unique,2.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=kJRr7zkZGRQ,"[(""Movement Disorder"", 0:02-0:11)]",Unique,5.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/VOkwBZdzAcw,"[(""Movement Disorder"", 0:00-0:08)]",Unique,4.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/1hdRvrlFgH8,"[(""Movement Disorder"", 0:00-0:06)]",Unique,3.0,V,,,,,,,,
Dog,https://www.youtube.com/shorts/Rl1MfAYnCiM,"[(""Movement Disorder"", 0:03-0:19)]",Unique,3.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/lyaX5seaFfc,"[(""Movement Disorder"", 0:01-0:20)]",Unique,5.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/gfhcSTnjYE4,"[(""Movement Disorder"", 0:00-0:04)]",Unique,2.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/3cXRHYwgXhg,"[(""Movement Disorder"", 0:00-0:04)]",Unique,5.0,V,,,,,,,,
Dog,https://www.youtube.com/shorts/nXrP_8jkey0,"[(""Movement Disorder"", 0:00-0:05)]",Unique,4.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/8hwBSQbs_yI,"[(""Sitting"", 0:00-0:09)]",Unique,1.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/jeHl8isHZfE,"[(""Movement Disorder"", 0:19-0:43)]",Unique,4.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/ZazR4batUUQ,"[(""Movement Disorder"", 0:07-0:17)]",Unique,3.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/498Cw8tBh4Y,"[(""Sitting"", 0:02-0:07)]",Unique,5.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=N7pw9p9IKrs,"[(""Movement Disorder"", 0:00-0:07)]",Unique,2.0,V,,,,,,,,
Dog,https://www.youtube.com/shorts/PPj21Chh3_A,"[(""Movement Disorder"", 0:02-0:06)]",Unique,5.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/Ih3jUCvQDds,"[(""Sniffing"", 0:00-0:04)]",Unique,4.0,V,,,,,,,,
Cat,https://www.youtube.com/watch?v=RyPuFT83NBc,"[(""Sniffing"", 0:00-0:15), (""Sniffing"", 0:19-0:24)]",Unique,5.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=lbfYsCTL4Rw,"[(""Sniffing"", 0:14-0:44), (""Sniffing"", 0:51-0:58)]",Unique,3.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=f8688SSFn6Y,"[(""Sniffing"", 0:00-0:10), (""Sniffing"", 0:45-0:52), (""Sniffing"", 1:03-1:08)]",Unique,4.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=BJeJjWNqE8Y,"[(""Sniffing"", 0:59-1:07), (""Sniffing"", 1:35-1:49)]",Unique,1.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/SRRPg9cIJTg,"[(""Sniffing"", 0:14-0:22), (""Sniffing"", 0:25-0:37)]",Unique,5.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=gXRgYULSjfs,"[(""Lying"", 1:08-1:17)]",Unique,1.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/UXb49YgEcpY,"[(""Sniffing"", 0:00-0:10)]",Unique,4.0,V,,,,,,,,
Cat,https://www.youtube.com/shorts/5T1BYZdiCJA,"[(""Sniffing"", 0:31-0:35), (""Sniffing"", 0:37-0:54)]",Unique,2.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/dtgMzsagPKA,"[(""Vomiting"", 0:00-0:08)]",Unique,5.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/6iXhi123HXQ,"[(""Sitting"", 0:00-0:08), (""Vomiting"", 0:14-0:18)]",Unique,1.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/corZ2bxwhQ8,"[(""Vomiting"", 0:00-0:05)]",Unique,4.0,V,,,,,,,,
Cat,https://www.youtube.com/watch?v=6Upf1WQRSZ0,"[(""Coughing"", 0:00-0:09)]",Unique,1.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=rFGrckYXRHg,"[(""Vomiting"", 0:00-0:13)]",Unique,3.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=v_GxRTDh7bM,"[(""Vomiting"", 0:16-0:34)]",Unique,3.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/S5uVpW-LrCY,"[(""Vomiting"", 0:00-0:12)]",Unique,2.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/vfZ4jY9FHLs,"[(""Vomiting"", 0:06-0:14)]",Unique,1.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=3Fp_JbEVEac,"[(""Vomiting"", 0:00-0:05)]",Unique,5.0,V,,,,,,,,
Cat,https://www.youtube.com/shorts/GSaE2OXdCXs,"[(""Vomiting"", 0:00-0:05)]",Unique,4.0,V,,,,,,,,
Cat,https://www.youtube.com/shorts/Y5Fsi4mW6Ak,"[(""Vomiting"", 0:00-0:09)]",Unique,3.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/bvH63qRr0Mc,"[(""Sitting"", 0:02-0:09)]",Unique,4.0,V,,,,,,,,
Cat,https://www.youtube.com/watch?v=iqxrng5xvGs,"[(""Lying"", 0:00-0:15)]",Unique,5.0,,,,,,,,,
Cat,http://youtube.com/shorts/RGrzqQrRmK8,"[(""Lying"", 0:00-0:07), (""Lying"", 0:14-0:24)]",Unique,5.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/nOpXARmoSh8,"[(""Sitting"", 0:00-0:27)]",Unique,3.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/sIIWnxl84SU,"[(""Sitting"", 0:00-0:30)]",Unique,3.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/gB0YuYDLF30,"[(""Sitting"", 0:08-0:26)]",Unique,4.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/DVKIh4jrmG4,"[(""Sitting"", 0:00-0:05)]",Unique,3.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/zX0WYpJ_8cQ,"[(""Lying"", 0:00-0:05)]",Unique,4.0,V,,,,,,,,
Cat,https://www.youtube.com/shorts/SNMWHwi9Cb4,"[(""Lying"", 0:00-0:05)]",Unique,3.0,V,,,,,,,,
Cat,https://www.youtube.com/shorts/xOxSq0DabV4,"[(""Sitting"", 0:03-0:07)]",Unique,4.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=uOsyj9Mo_RY,"[(""Sitting"", 0:00-0:18), (""Sitting"", 1:31-2:00), (""Sitting"", 2:04-2:48)]",Unique,2.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=XZFEv1vSrIM,"[(""Lying"", 0:00-0:06), (""Lying"", 0:12-0:19)]",Unique,2.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=Z0EgGBWHr9U,"[(""Sitting"", 0:09-0:16), (""Sitting"", 0:23-0:31)], [(""Lying"", 0:49-0:56)]",Unique,2.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/DCYhoG_4Afo,"[(""Sitting"", 0:05-0:09)]",Unique,1.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/diSf4C06RC8,"[(""Sitting"", 0:00-0:08)]",Unique,5.0,V,,,,,,,,
Cat,https://www.youtube.com/shorts/c11CI9nrNT8,"[(""Sitting"", 0:02-0:07)]",Unique,4.0,V,,,,,,,,
Cat,https://www.youtube.com/shorts/UwjUXo5iNZ0,"[(""Running"", 0:00-0:05)]",Unique,2.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/_U0V7OJ3kTQ,"[(""Standing(on all fours)"", 0:00-0:16)]",Unique,1.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/3Tbw8mHsmgw,"[(""Standing(on all fours)"", 0:02-0:06)]",Unique,3.0,V,,,,,,,,
Cat,https://www.youtube.com/watch?v=9groKjbMV8E,"[(""Running"", 0:00-0:16)]",Unique,4.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=X6lbz236GsA,"[(""Running"", 0:20-0:33)]",Unique,3.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/a-GYGCdkBbs,"[(""Standing(on all fours)"", 0:00-0:09)]",Unique,1.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/qXzssnHL1Q0,"[(""Standing(bipedal)"", 0:00-0:05)]",Unique,3.0,V,,,,,,,,
Cat,https://www.youtube.com/shorts/dOU82awD-mE,"[(""Standing(on all fours)"", 0:05-0:10), (""Standing(bipedal)"", 0:13-0:26)]",Unique,2.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/jipL1oDD8g4,"[(""Standing(bipedal)"", 0:08-0:34)]",Unique,3.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/IkML5PJHVSk,"[(""Standing(bipedal)"", 0:04-0:08), (""Standing(bipedal)"", 0:12-0:18), (""Standing(bipedal)"", 0:20-0:52)]",Unique,3.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=A_XsDHGjOxk,"[(""Standing(on all fours)"", 0:10-0:15), (""Standing(on all fours)"", 0:24-0:31)]",Unique,3.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=NhpY4f-bg4w,"[(""Lying"", 0:24-0:28), (""Standing(on all fours)"", 1:21-1:25)]",Unique,3.0,,,,,,,,,
Cat,http://youtube.com/watch?v=OJgTSrXyA2Y,"[(""Lying"", 1:45-2:00)]",Unique,4.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=q6nnacxDOUQ,"[(""Lying"", 0:00-0:41), (""Lying"", 1:15-1:36)]",Unique,1.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=L-7vbGwCBVg,"[(""Movement Disorder"", 0:00-0:05)]",Unique,3.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=3mqyrW2IB6Y,"[(""Standing(bipedal)"", 0:00-0:33)]",Unique,1.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/deTfOsJE0Gg,"[(""Standing(on all fours)"", 0:00-0:23)]",Unique,5.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=Y8RSEEtC1u8,"[(""Sitting"", 0:00-0:11)]",Unique,3.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=wUSwvUkZtAo,"[(""Lying"", 0:00-0:10)]",Unique,1.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/n6EjzPCNARo,"[(""Movement Disorder"", 0:00-0:05)]",Unique,2.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/ThmeWwZuP2M,"[(""Sniffing"", 0:00-0:25)]",Unique,1.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/LaWq1ny8M7I,"[(""Standing(bipedal)"", 0:03-0:19)]",Unique,2.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=_-NUe1FYYT0,"[(""Sitting"", 0:03-0:08), (""Lying"", 0:46-1:00)]",Unique,4.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/hIfiwgQEoyw,"[(""Walking"", 0:00-0:04)]",Unique,4.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=Kcj5QHpOVao,"[(""Walking"", 0:00-0:05)]",Unique,5.0,V,,,,,,,,
Cat,https://www.youtube.com/watch?v=hNsJJaB9byc,"[(""Standing(on all fours)"", 1:23-1:28)]",Unique,2.0,V,,,,,,,,
Cat,https://www.youtube.com/watch?v=yB1BPBYj_uA,"[(""Walking"", 0:01-0:29), (""Walking"", 0:39-0:43)]",Unique,5.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=f9edMwBOcLU,"[(""Walking"", 0:00-0:10), (""Walking"", 0:21-0:31), (""Walking"", 0:58-1:09), (""Walking"", 1:12-1:18), (""Standing(on all fours)"", 1:30-1:36), (""Walking"", 1:42-1:49)]",Unique,1.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=OO2FuDEd6Ow,"[(""Standing(on all fours)"", 0:06-0:10), (""Walking"", 0:16-0:23), (""Walking"", 0:40-1:15), (""Walking"", 3:19-4:39), (""Walking"", 4:15-4:55)]",Unique,2.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/ypPiMV8Tgro,"[(""Standing(on all fours)"", 0:05-0:09)]",Unique,1.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/0VdopAmOdeA,"[(""Sitting"", 0:00-0:20)]",Unique,3.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=MtCrwIY3DAw,"[(""Standing(on all fours)"", 0:24-0:32), (""Standing(on all fours)"", 0:35-0:44)]",Unique,2.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=i1p68G9SC48,"[(""Standing(on all fours)"", 0:02-0:09)",Unique,5.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/43g5eQD0S9E,"[(""Walking"", 0:09-0:14)]",Unique,1.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/H6FBJsD1Qfk,"[(""Standing(bipedal)"", 0:02-0:06)]",Unique,2.0,V,,,,,,,,
Dog,https://www.youtube.com/shorts/Hnek99nkwnQ,"[(""Sitting"", 0:00-0:05)]",Unique,4.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/fUBNeXPxntM,"[(""Running"", 0:11-0:28)]",Unique,3.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/m39EezTiRDw,"[(""Sitting"", 0:00-0:06)]",Unique,3.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/D3ueS38asyQ,"[(""Standing(bipedal)"", 0:01-0:08)]",Unique,1.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/6OiYI_G8bN4,"[(""Standing(bipedal)"", 0:00-0:15)]",Unique,5.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/DPRb5-lQ2zg,"[(""Sitting"", 0:00-0:14)]",Unique,2.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/Ly09W3AEm3g,"[(""Sitting"", 0:09-0:16)]",Unique,2.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/qpcoq9EwK2M,"[(""Sitting"", 0:00-0:15)]",Unique,1.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/exEIy3P7FwQ,"[(""Sitting"", 0:00-0:04)]",Unique,1.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/Y5xMWhlvcwU,"[(""Sitting"", 0:02-0:14)]",Unique,2.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/EqWlV1HMU2c,"[(""Walking"", 0:04-0:09)]",Unique,5.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/9KMxXLMfOl4,"[(""Sitting"", 0:02-0:06)]",Unique,5.0,V,,,,,,,,
Dog,https://www.youtube.com/shorts/tYBEKKvBXpo,"[(""Standing(on all fours)"", 0:05-0:15)]",Unique,3.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/UtwjOE_8NSc,"[(""Standing(on all fours)"", 0:00-0:04)]",Unique,4.0,V,,,,,,,,
Dog,https://www.youtube.com/shorts/fs32tYZs4pA,"[(""Standing(bipedal)"", 0:00-0:18)]",Unique,4.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/3SOWOOXrbNU,"[(""Running"", 0:02-0:08)]",Unique,2.0,V,,,,,,,,
Dog,https://www.youtube.com/shorts/T0IZ2BAnsuQ,"[(""Sitting"", 0:00-0:09)]",Unique,3.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/l0S4A9g0Mb4,"[(""Standing(on all fours)"", 0:13-0:22)]",Unique,2.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/DhsqFNzh_Lw,"[(""Standing(bipedal)"", 0:00-0:20)]",Unique,3.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/5QTOoa7Yb_0,"[(""Sitting"", 0:03-0:10)]",Unique,4.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/zAlTiv0X7RQ,"[(""Walking"", 0:08-0:16)]",Unique,4.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=3AGnaZ7O6r4,"[(""Sitting"", 0:03-0:33)]",Unique,5.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/t5ellAw_Jms,"[(""Sitting"", 0:17-0:21)]",Unique,3.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/NBSsWSB35wY,"[(""Sitting"", 0:00-0:10), (""Sitting"", 0:15-0:20)]",Unique,4.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=SyK6vdmV0yU,"[(""Walking"", 0:26-0:46)]",Unique,1.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=cGFNK0lcfyY,"[(""Running"", 2:52-2:59), (""Running"", 3:07-3:28), (""Standing(on all fours)"", 5:33-5:40)]",Unique,1.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=w0X1Etug2Ww,"[(""Sniffing"", 0:51-0:58), (""Walking"", 2:28-2:36), (""Sniffing"", 2:51-2:55)]",Unique,2.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/gZ4HDQs3Rd8,"[(""Walking"", 0:00-0:04)]",Unique,3.0,V,,,,,,,,
Dog,https://www.youtube.com/watch?v=uhXH7W5ESRc,"[(""Standing(on all fours)"", 0:16-0:21)]",Unique,3.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/gkfHA5Ll7FM,"[(""Running"", 0:03-0:07)]",Unique,1.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/BwpWvtVR6ws,"[(""Movement Disorder"", 0:00-0:06)]",Unique,4.0,V,,,,,,,,
Dog,https://www.youtube.com/shorts/46GzlzwFCrs,"[(""Sitting"", 0:00-0:04)]",Unique,2.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/WwdHWlUL-Us,"[(""Movement Disorder"", 0:02-0:07), (""Movement Disorder"", 0:10-0:14)]",Unique,3.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/Cr1TxxsCvx8,"[(""Movement Disorder"", 0:04-0:08)]",Unique,5.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/F94FImFlcvY,"[(""Movement Disorder"", 0:00-0:04), (""Movement Disorder"", 0:08-0:12)]",Unique,2.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/5Y86d6Yy_eo,"[(""Movement Disorder"", 0:00-0:14)]",Unique,3.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=qTij5uHGB7E,"[(""Movement Disorder"", 0:03-0:07)]",Unique,4.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=RbV0quVKBLM,"[(""Movement Disorder"", 0:10-0:15)]",Unique,3.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=lTGiISUBu3k,"[(""Movement Disorder"", 0:01-0:10), (""Movement Disorder"", 0:14-0:23), (""Movement Disorder"", 1:14-1:24)]",Unique,2.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/0IUynxdo9LI,"[(""Standing(on all fours)"", 0:01-0:05)]",Unique,5.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/kV_p6-V0P5s,"[(""Running"", 0:01-0:05)]",Unique,1.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=ylfW-m7i8e8,"[(""Running"", 0:10-0:19)]",Unique,4.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=phOKXc0zvMY,"[(""Running"", 2:17-2:25)]",Unique,5.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=8mY8Yechvg8,"[(""Running"", 0:00-0:04)]",Unique,4.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=EEK3eZAIYx4,"[(""Coughing"", 0:07-0:13), (""Sitting"", 0:16-0:20), (""Sitting"", 0:22-0:38), (""Sitting"", 0:55-1:08)]",Unique,3.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=vibmGd0JEaM,"[(""Coughing"", 0:00-0:05), (""Sitting"", 0:11-0:16), (""Sitting"", 0:41-1:02), (""Sitting"", 1:14-1:19), (""Sitting"", 1:27-1:42), (""Coughing"", 2:39-2:46)]",Unique,4.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=WO0NwHQazNY,"[(""Coughing"", 0:08-0:21), (""Coughing"", 0:29-0:47)]",Unique,1.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=rfbMWy9RrjE,"[(""Walking"", 0:35-0:39)]",Unique,2.0,V,,,,,,,,
Dog,https://www.youtube.com/shorts/gV_s_Vnajmk,"[(""Sitting"", 0:00-0:06)]",Unique,1.0,V,,,,,,,,
Dog,https://www.youtube.com/watch?v=1-aWXE_PBWk,"[(""Coughing"", 0:00-0:08)]",Unique,3.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/y73cT5sjfvg,"[(""Standing(on all fours)"", 0:00-0:11)]",Unique,1.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/XddxFY7d9EE,"[(""Coughing"", 0:00-0:05)]",Unique,2.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/RCsPyGiKzHg,"[(""Coughing"", 0:07-0:14), (""Coughing"", 0:16-0:25)]",Unique,3.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/JPBoIa_WTl0,"[(""Coughing"", 0:02-0:07)]",Unique,1.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=Rji69O-KPN8,"[(""Coughing"", 0:06-0:12)]",Unique,5.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=GBEDWjqG1qU,"[(""Coughing"", 0:09-0:16)]",Unique,4.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/Xp76rQ3EJWQ,"[(""Coughing"", 0:01-0:12)]",Unique,3.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/70KqqWB-r-M,"[(""Walking"", 0:00-0:05)]",Unique,1.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/_yvzCyaAUC4,"[(""Standing(on all fours)"", 0:03-0:09)]",Unique,2.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/5QYg7hljcTU,"[(""Coughing"", 0:01-0:12)]",Unique,2.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/k3x6nXYAA6o,"[(""Coughing"", 0:00-0:04), (""Coughing"", 0:06-0:10)]",Unique,5.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=wNJT7m9cPqE,"[(""Sniffing"", 0:02-0:06)]",Unique,5.0,V,,,,,,,,
Cat,https://www.youtube.com/shorts/HjXXNOmcJUg,"[(""Standing(on all fours)"", 0:08-0:19)]",Unique,5.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=hiV8zVDEeXw,"[(""Standing(on all fours)"", 0:13-0:18)]",Unique,4.0,V,,,,,,,,
Cat,https://www.youtube.com/shorts/TC1xk4MsAbA,"[(""Standing(bipedal)"", 0:01-0:05)]",Unique,2.0,V,,,,,,,,
Cat,https://www.youtube.com/shorts/Vy8-4UXEml0,"[(""Running"", 0:04-0:10)]",Unique,3.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/i4LNZEIqfho,"[(""Running"", 0:05-0:10)]",Unique,2.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=ySpBGri_NZ8,"[(""Running"", 0:03-0:17)]",Unique,2.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=bEdrpqw-UQM,"[(""Running"", 0:10-1:00)]",Unique,5.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/2AbL6vtE62s,"[(""Running"", 0:02-0:07)]",Unique,1.0,V,,,,,,,,
Cat,https://www.youtube.com/watch?v=PH7aMO9f8lo,"[(""Running"", 0:04-0:08)]",Unique,5.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=gigUi9t6N4w,"[(""Running"", 0:05-0:17)]",Unique,1.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=S3HBe5YLRYk,"[(""Running"", 0:00-0:04)]",Unique,4.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/GWW2veDFSVU,"[(""Running"", 0:00-0:05)]",Unique,3.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/XLQlm18Ccmg,"[(""Running"", 0:03-0:07)]",Unique,2.0,,,,,,,,,
Cat,https://www.youtube.com/watch?v=gPxW09sfvXs,"[(""Running"", 0:05-0:09)]",Unique,1.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=vnzPKr6AxW8,"[(""Sniffing"", 0:14-0:25), (""Sniffing"", 0:36-0:53), (""Sniffing"", 1:08-1:12), (""Sniffing"", 1:33-1:38)]",Unique,4.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=qaDommPyq_c,"[(""Sitting"", 0:20-0:25), (""Sniffing"", 0:27-0:32)]",Unique,1.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/ka2soLdeuHQ,"[(""Sniffing"", 0:00-0:05)]",Unique,2.0,V,,,,,,,,
Dog,https://www.youtube.com/shorts/Ml_myLt6080,"[(""Sniffing"", 0:00-0:08)]",Unique,1.0,,,,,,,,,
Dog,https://www.youtube.com/watch?v=q0RsPlnUNjc,"[(""Walking"", 0:11-0:17)]",Unique,5.0,V,,,,,,,,
Dog,https://www.youtube.com/watch?v=TMcRTn6J86c,"[(""Walking"", 0:03-0:08)]",Unique,4.0,V,,,,,,,,
Dog,https://www.youtube.com/shorts/TAOD7S3TSOA,"[(""Standing(on all fours)"", 0:27-0:37)]",Unique,5.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/8vpMIFlLPvk,"[(""Sniffing"", 0:00-0:04)]",Unique,5.0,,,,,,,,,
Dog,https://www.youtube.com/shorts/SaReyhZ4OPM,"[(""Standing(on all fours)"", 0:04-0:15)]",Unique,4.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/26PYhUS35hk,"[(""Movement Disorder"", 0:00-0:05), (""Movement Disorder"", 0:30-0:35)]",Unique,1.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/lW8Mbn1qNcU,"[(""Movement Disorder"", 0:00-0:09)]",Unique,5.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/7oZaJi8CTto,"[(""Movement Disorder"", 0:00-0:05)]",Unique,4.0,V,,,,,,,,
Cat,https://www.youtube.com/shorts/ImrLO7w_TYU,"[(""Movement Disorder"", 0:00-0:14)]",Unique,1.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/4naNw0MRjx8,"[(""Movement Disorder"", 0:11-0:19)]",Unique,2.0,,,,,,,,,
Cat,https://www.youtube.com/shorts/sfil7QXs5WU,"[(""Movement Disorder"", 0:01-0:07)]",Unique,1.0,,,,,,,,,
